Arguments are...
log_dir: ./test_run
sdf_dir: data/intra_gsm_clean
split_path: data/intra_gsm_clean/splits/split0.npy
n_epochs: 100
warmup_epochs: 2
batch_size: 64
mini_batch: 4
lr: 0.001
num_workers: 2
hidden_dim: 100
depth: 3
n_layers: 2
optimizer: adam
scheduler: plateau
verbose: True

Model parameters are:
node_dim: 26
edge_dim: 2
hidden_dim: 100
depth: 3
n_layers: 2


Optimizer parameters are:
Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)

Scheduler state dict is:
factor: 0.7
min_lrs: [1e-05]
patience: 5
verbose: False
cooldown: 0
cooldown_counter: 0
mode: min
threshold: 0.0001
threshold_mode: rel
best: inf
num_bad_epochs: 0
mode_worse: inf
eps: 1e-08
last_epoch: 0

Starting training...
Parameter Norm: 44.03821010840034	 Gradient Norm: 10.00000278089395	 Loss: 2.4383692741394043
Parameter Norm: 45.45675261906423	 Gradient Norm: 4.3537294952785945	 Loss: 0.08590392023324966
Parameter Norm: 45.45753785967148	 Gradient Norm: 9.999998755116339	 Loss: 0.0825200080871582
Parameter Norm: 45.45815811911316	 Gradient Norm: 9.999998984970015	 Loss: 0.09740748256444931
Parameter Norm: 45.45863620405371	 Gradient Norm: 9.999998452765416	 Loss: 0.0998537465929985
Parameter Norm: 45.459273776050374	 Gradient Norm: 9.999996706005556	 Loss: 0.07695764303207397
Parameter Norm: 45.46001968529179	 Gradient Norm: 8.108220304662684	 Loss: 0.10148947685956955
Parameter Norm: 45.460649945222826	 Gradient Norm: 9.999997713851851	 Loss: 0.09895633161067963
Parameter Norm: 45.4612017680856	 Gradient Norm: 4.371122547251855	 Loss: 0.10058316588401794
Parameter Norm: 45.46184275050538	 Gradient Norm: 10.000000181252444	 Loss: 0.10771606862545013
Parameter Norm: 45.46261539651461	 Gradient Norm: 9.999997957590343	 Loss: 0.08379228413105011
Parameter Norm: 45.46355806144778	 Gradient Norm: 9.999997758443564	 Loss: 0.10924482345581055
Parameter Norm: 45.464299170114636	 Gradient Norm: 9.999999956037808	 Loss: 0.10300842672586441
Parameter Norm: 45.46487431568668	 Gradient Norm: 9.187836931502087	 Loss: 0.08753307908773422
Parameter Norm: 45.465310358301814	 Gradient Norm: 10.00000117557821	 Loss: 0.0912376418709755
Parameter Norm: 45.465863167874225	 Gradient Norm: 9.999997990202388	 Loss: 0.09439406543970108
Parameter Norm: 45.46650109386947	 Gradient Norm: 9.999999599235087	 Loss: 0.08581218868494034
Parameter Norm: 45.46718461884437	 Gradient Norm: 3.7941211126466627	 Loss: 0.08542440086603165
Parameter Norm: 45.46783232029629	 Gradient Norm: 10.000001788928715	 Loss: 0.09958218038082123
Parameter Norm: 45.468325699131334	 Gradient Norm: 9.999999825548555	 Loss: 0.11224478483200073
Parameter Norm: 45.468670188875265	 Gradient Norm: 9.742323905004783	 Loss: 0.1020074114203453
Parameter Norm: 45.46924048270117	 Gradient Norm: 9.999998968205597	 Loss: 0.08802421391010284
Parameter Norm: 45.46965735978979	 Gradient Norm: 10.000000582233858	 Loss: 0.09536072611808777
Parameter Norm: 45.46994610078721	 Gradient Norm: 9.999999574910547	 Loss: 0.08802780508995056
Parameter Norm: 45.47050234256477	 Gradient Norm: 10.000000371550462	 Loss: 0.08902325481176376
Parameter Norm: 45.47119457585282	 Gradient Norm: 10.000000329797713	 Loss: 0.09007291495800018
Parameter Norm: 45.47200776415955	 Gradient Norm: 9.999997927231018	 Loss: 0.08643292635679245
Parameter Norm: 45.47290633375757	 Gradient Norm: 10.000000844163635	 Loss: 0.08558722585439682
Parameter Norm: 45.47360447868165	 Gradient Norm: 9.999996853571938	 Loss: 0.11689631640911102
Epoch 18: Training Loss 0.037778585398671315
Epoch 18: Validation Loss 0.03947414133051022
Parameter Norm: 45.47411448372734	 Gradient Norm: 10.000000158855983	 Loss: 0.07945650070905685
Parameter Norm: 45.47446937233467	 Gradient Norm: 9.999998241744604	 Loss: 0.08052835613489151
Parameter Norm: 45.47464610213065	 Gradient Norm: 9.99999796323891	 Loss: 0.09211904555559158
Parameter Norm: 45.47495982866022	 Gradient Norm: 10.000002195402782	 Loss: 0.07916121929883957
Parameter Norm: 45.47542106520665	 Gradient Norm: 3.3597984469918862	 Loss: 0.08280259370803833
Parameter Norm: 45.47600638297076	 Gradient Norm: 10.000000083392939	 Loss: 0.07974664866924286
Parameter Norm: 45.47665140695342	 Gradient Norm: 9.999997744451365	 Loss: 0.08738374710083008
Parameter Norm: 45.477115041581754	 Gradient Norm: 9.999998629976808	 Loss: 0.08421361446380615
Parameter Norm: 45.47740312754651	 Gradient Norm: 9.999999412102062	 Loss: 0.0839032456278801
Parameter Norm: 45.47751738708862	 Gradient Norm: 9.999999729113561	 Loss: 0.09560565650463104
Parameter Norm: 45.47775041350138	 Gradient Norm: 8.903242605878532	 Loss: 0.09995851665735245
Parameter Norm: 45.47821535157493	 Gradient Norm: 9.999999724703557	 Loss: 0.07215460389852524
Parameter Norm: 45.47883632593906	 Gradient Norm: 9.99999702696686	 Loss: 0.08586288243532181
Parameter Norm: 45.47933819315901	 Gradient Norm: 9.999998030081505	 Loss: 0.10525058209896088
Parameter Norm: 45.47983568058388	 Gradient Norm: 9.999999352014314	 Loss: 0.08461042493581772
Parameter Norm: 45.4802045249745	 Gradient Norm: 10.000000270799578	 Loss: 0.08213383704423904
Parameter Norm: 45.48071859514366	 Gradient Norm: 10.000001807190468	 Loss: 0.0832299068570137
Parameter Norm: 45.481313822199496	 Gradient Norm: 10.000000690209221	 Loss: 0.07019312679767609
Parameter Norm: 45.48203542321104	 Gradient Norm: 9.99999803856366	 Loss: 0.07202158123254776
Parameter Norm: 45.482618144847706	 Gradient Norm: 10.00000303525967	 Loss: 0.07988092303276062
Parameter Norm: 45.483053324987175	 Gradient Norm: 9.999997188734895	 Loss: 0.08712629973888397
Parameter Norm: 45.483623715055046	 Gradient Norm: 10.000000096716702	 Loss: 0.09660277515649796
Parameter Norm: 45.48408344587083	 Gradient Norm: 9.99999961499162	 Loss: 0.10452007502317429
Parameter Norm: 45.484640529066084	 Gradient Norm: 9.999997743030011	 Loss: 0.09022803604602814
Parameter Norm: 45.485043078651664	 Gradient Norm: 8.316956098738622	 Loss: 0.09011085331439972
Parameter Norm: 45.48533992216978	 Gradient Norm: 10.000001954802983	 Loss: 0.07988068461418152
Parameter Norm: 45.48574858319219	 Gradient Norm: 9.999998121970993	 Loss: 0.09641625732183456
Parameter Norm: 45.486246425788174	 Gradient Norm: 10.000000163938104	 Loss: 0.09249089658260345
Parameter Norm: 45.48683610369557	 Gradient Norm: 9.999998499080306	 Loss: 0.07986856251955032
Parameter Norm: 45.48747335236965	 Gradient Norm: 9.999997974502806	 Loss: 0.09867904335260391
Parameter Norm: 45.487912818175296	 Gradient Norm: 9.999998398764584	 Loss: 0.10094020515680313
Parameter Norm: 45.488198244928206	 Gradient Norm: 9.999997851416477	 Loss: 0.08197461068630219
Parameter Norm: 45.48830889545155	 Gradient Norm: 9.204049740995773	 Loss: 0.10018803924322128
Parameter Norm: 45.48822447377909	 Gradient Norm: 9.999998649093868	 Loss: 0.10287652909755707
Parameter Norm: 45.48804285806126	 Gradient Norm: 9.999998576972763	 Loss: 0.07410043478012085
Parameter Norm: 45.48780101348955	 Gradient Norm: 10.000000784476109	 Loss: 0.10364188253879547
Parameter Norm: 45.48770984430506	 Gradient Norm: 10.00000251612383	 Loss: 0.09954893589019775
Parameter Norm: 45.48773686461854	 Gradient Norm: 10.000000451104649	 Loss: 0.11104898154735565
Parameter Norm: 45.487851990983934	 Gradient Norm: 9.999998426119802	 Loss: 0.11265437304973602
Parameter Norm: 45.48803924744945	 Gradient Norm: 10.000000897906208	 Loss: 0.09240981936454773
Parameter Norm: 45.48831450655364	 Gradient Norm: 9.999999040703457	 Loss: 0.09310314804315567
Parameter Norm: 45.488680902713426	 Gradient Norm: 9.999998184771895	 Loss: 0.08612080663442612
Parameter Norm: 45.489210115608024	 Gradient Norm: 10.000000184491896	 Loss: 0.08760900795459747
Parameter Norm: 45.48954354498112	 Gradient Norm: 10.000001528515323	 Loss: 0.09283062815666199
Parameter Norm: 45.48967935565731	 Gradient Norm: 10.000001084763358	 Loss: 0.11202416568994522
Parameter Norm: 45.489643625303344	 Gradient Norm: 9.999999398703837	 Loss: 0.09642121195793152
Parameter Norm: 45.489423068358775	 Gradient Norm: 10.000001212242486	 Loss: 0.09871655702590942
Parameter Norm: 45.48902594464581	 Gradient Norm: 10.000000786736324	 Loss: 0.11985798180103302
Parameter Norm: 45.488565476793475	 Gradient Norm: 10.000000837311193	 Loss: 0.06890054792165756
Parameter Norm: 45.48829004140046	 Gradient Norm: 10.00000152885742	 Loss: 0.0835992768406868
Parameter Norm: 45.48819571642824	 Gradient Norm: 10.000000314152572	 Loss: 0.0863979309797287
Parameter Norm: 45.48825237812433	 Gradient Norm: 9.999997966354929	 Loss: 0.07305033504962921
Parameter Norm: 45.488472816940885	 Gradient Norm: 10.00000062720441	 Loss: 0.08395074307918549
Parameter Norm: 45.488587430357065	 Gradient Norm: 9.999998212789801	 Loss: 0.08999469876289368
Parameter Norm: 45.488537299902305	 Gradient Norm: 10.000000106447224	 Loss: 0.06933211535215378
Parameter Norm: 45.488795905127375	 Gradient Norm: 5.306821388995574	 Loss: 0.08199454843997955
Parameter Norm: 45.48918971509192	 Gradient Norm: 9.999998162858233	 Loss: 0.09242811053991318
Parameter Norm: 45.48949233965672	 Gradient Norm: 2.5424591140757844	 Loss: 0.0876375064253807
Parameter Norm: 45.48987147369257	 Gradient Norm: 7.776389726450475	 Loss: 0.07357517629861832
Parameter Norm: 45.49047449010092	 Gradient Norm: 9.999999546218461	 Loss: 0.08692021667957306
Parameter Norm: 45.49098718801329	 Gradient Norm: 9.999999624497065	 Loss: 0.10229188203811646
Parameter Norm: 45.491368271410906	 Gradient Norm: 9.999996921908304	 Loss: 0.07162774354219437
Parameter Norm: 45.49164556570792	 Gradient Norm: 9.999998580738492	 Loss: 0.06861867755651474
Parameter Norm: 45.49206026488563	 Gradient Norm: 8.181266821937097	 Loss: 0.06339956074953079
Parameter Norm: 45.49259509936538	 Gradient Norm: 9.999998940941312	 Loss: 0.07808307558298111
Parameter Norm: 45.493228669721866	 Gradient Norm: 9.999999164809788	 Loss: 0.11237739771604538
Parameter Norm: 45.493755547224026	 Gradient Norm: 9.99999886728741	 Loss: 0.09328150749206543
Parameter Norm: 45.49442701923429	 Gradient Norm: 10.000000354008698	 Loss: 0.07945367693901062
Parameter Norm: 45.49526314438113	 Gradient Norm: 10.000000729911145	 Loss: 0.0864977315068245
Parameter Norm: 45.49589303892077	 Gradient Norm: 9.9999983151726	 Loss: 0.1076640710234642
Parameter Norm: 45.49633295451154	 Gradient Norm: 9.9999991470337	 Loss: 0.0831437036395073
Parameter Norm: 45.49659254883872	 Gradient Norm: 9.999999625385561	 Loss: 0.07796718925237656
Parameter Norm: 45.496691995436585	 Gradient Norm: 9.99999958708509	 Loss: 0.09376797080039978
Parameter Norm: 45.496713189972844	 Gradient Norm: 9.999999093928533	 Loss: 0.07760075479745865
Parameter Norm: 45.49690762578376	 Gradient Norm: 9.999999474333762	 Loss: 0.10938228666782379
Parameter Norm: 45.49719373595333	 Gradient Norm: 9.99999829709012	 Loss: 0.09851176291704178
Parameter Norm: 45.49754108300071	 Gradient Norm: 9.999998370147436	 Loss: 0.09387466311454773
Parameter Norm: 45.49798871970952	 Gradient Norm: 9.999999688643452	 Loss: 0.08851110190153122
Parameter Norm: 45.498571243914334	 Gradient Norm: 2.721931011105017	 Loss: 0.07078005373477936
Parameter Norm: 45.499242100332246	 Gradient Norm: 9.999998034009876	 Loss: 0.07858025282621384
Parameter Norm: 45.49981611482005	 Gradient Norm: 5.63265512743761	 Loss: 0.06413379311561584
Parameter Norm: 45.50043553430586	 Gradient Norm: 9.99999959673356	 Loss: 0.08532615005970001
Parameter Norm: 45.50085488982232	 Gradient Norm: 9.999998566826356	 Loss: 0.0889456495642662
Parameter Norm: 45.501046425202006	 Gradient Norm: 7.931290249784965	 Loss: 0.09101960808038712
Parameter Norm: 45.50116716255012	 Gradient Norm: 10.000000076869126	 Loss: 0.0938182920217514
Parameter Norm: 45.50107387549734	 Gradient Norm: 0.6563533529565913	 Loss: 0.06539478898048401
Parameter Norm: 45.500942602119075	 Gradient Norm: 9.999999541484595	 Loss: 0.08091738820075989
Parameter Norm: 45.50101492099526	 Gradient Norm: 9.999999558096478	 Loss: 0.06746198236942291
Parameter Norm: 45.501299023613036	 Gradient Norm: 9.999999647100594	 Loss: 0.08263992518186569
Parameter Norm: 45.501823263823184	 Gradient Norm: 9.999999593796424	 Loss: 0.07464218139648438
Parameter Norm: 45.50218042996419	 Gradient Norm: 10.000001603032304	 Loss: 0.09965010732412338
Parameter Norm: 45.502391572697604	 Gradient Norm: 3.4318527264641974	 Loss: 0.08174571394920349
Parameter Norm: 45.50262631442408	 Gradient Norm: 10.00000011871931	 Loss: 0.07072724401950836
Parameter Norm: 45.502816813551924	 Gradient Norm: 9.999995963024173	 Loss: 0.07600279152393341
Parameter Norm: 45.5032162956685	 Gradient Norm: 9.999999682716874	 Loss: 0.07090988010168076
Parameter Norm: 45.503783943150054	 Gradient Norm: 8.066226760420571	 Loss: 0.08352164179086685
Parameter Norm: 45.50443715785805	 Gradient Norm: 9.999999998835804	 Loss: 0.08990994840860367
Parameter Norm: 45.50520387695541	 Gradient Norm: 2.7035942777994753	 Loss: 0.07834143936634064
Parameter Norm: 45.505979338731976	 Gradient Norm: 9.999998528801079	 Loss: 0.08100108802318573
Parameter Norm: 45.50653138764577	 Gradient Norm: 9.999999161017556	 Loss: 0.07782351225614548
Parameter Norm: 45.50690999260774	 Gradient Norm: 1.0049639551649765	 Loss: 0.09437472373247147
Parameter Norm: 45.507385031146356	 Gradient Norm: 1.7985019090130752	 Loss: 0.0676354169845581
Parameter Norm: 45.50799798281051	 Gradient Norm: 9.99999855484404	 Loss: 0.06505336612462997
Parameter Norm: 45.50876119289729	 Gradient Norm: 7.922836015482263	 Loss: 0.11979636549949646
Parameter Norm: 45.50950092343957	 Gradient Norm: 9.999998278217939	 Loss: 0.06462468206882477
Parameter Norm: 45.510349422189044	 Gradient Norm: 5.742760445102009	 Loss: 0.08908738195896149
Epoch 19: Training Loss 0.036910819553045655
Epoch 19: Validation Loss 0.038683842624658585
Parameter Norm: 45.51107875080724	 Gradient Norm: 5.882196242274347	 Loss: 0.08580329269170761
Parameter Norm: 45.51186857718837	 Gradient Norm: 2.51258132073057	 Loss: 0.08769701421260834
Parameter Norm: 45.51251496440719	 Gradient Norm: 1.3781914821898236	 Loss: 0.05823648348450661
Parameter Norm: 45.51325051622125	 Gradient Norm: 5.149317880290834	 Loss: 0.08197741210460663
Parameter Norm: 45.51411728225382	 Gradient Norm: 1.0890187219415788	 Loss: 0.08285937458276749
Parameter Norm: 45.51510934892204	 Gradient Norm: 9.999997725525981	 Loss: 0.06983808428049088
Parameter Norm: 45.51593334422446	 Gradient Norm: 9.689862414824328	 Loss: 0.08688890188932419
Parameter Norm: 45.51685289677682	 Gradient Norm: 7.4795743318016115	 Loss: 0.06323172897100449
Parameter Norm: 45.517656250519465	 Gradient Norm: 9.999998814628812	 Loss: 0.08690743893384933
Parameter Norm: 45.51850315389591	 Gradient Norm: 9.999999781090203	 Loss: 0.10481292009353638
Parameter Norm: 45.51918231557749	 Gradient Norm: 4.593172994458873	 Loss: 0.0860450342297554
Parameter Norm: 45.51970150757178	 Gradient Norm: 9.99999897084413	 Loss: 0.055311840027570724
Parameter Norm: 45.520316400866356	 Gradient Norm: 1.7663371863517798	 Loss: 0.08226824551820755
Parameter Norm: 45.52081937494991	 Gradient Norm: 4.497863501452491	 Loss: 0.06563279777765274
Parameter Norm: 45.52128786457431	 Gradient Norm: 2.772058260917579	 Loss: 0.08157572150230408
Parameter Norm: 45.52188174743872	 Gradient Norm: 7.254790898150424	 Loss: 0.08859923481941223
Parameter Norm: 45.5224890577613	 Gradient Norm: 8.036813220079187	 Loss: 0.09642111510038376
Parameter Norm: 45.52320596909541	 Gradient Norm: 10.000000320913896	 Loss: 0.08316468447446823
Parameter Norm: 45.52409444422131	 Gradient Norm: 3.9646668172508703	 Loss: 0.07308147102594376
Parameter Norm: 45.52487134301623	 Gradient Norm: 9.999995986968079	 Loss: 0.07614022493362427
Parameter Norm: 45.525768209390115	 Gradient Norm: 10.000000379260843	 Loss: 0.07419660687446594
Parameter Norm: 45.52648454141892	 Gradient Norm: 10.000001282740133	 Loss: 0.0999140813946724
Parameter Norm: 45.527012999625704	 Gradient Norm: 9.99999835191906	 Loss: 0.08220674842596054
Parameter Norm: 45.52733898872968	 Gradient Norm: 9.999999919167928	 Loss: 0.07756143808364868
Parameter Norm: 45.52755719444325	 Gradient Norm: 10.000000495720627	 Loss: 0.07657762616872787
Parameter Norm: 45.527918098102624	 Gradient Norm: 9.999998366824194	 Loss: 0.0776747465133667
Parameter Norm: 45.528408877859114	 Gradient Norm: 10.000000140035047	 Loss: 0.07328677177429199
Parameter Norm: 45.52900271903341	 Gradient Norm: 9.999998128131327	 Loss: 0.10274054855108261
Parameter Norm: 45.52968270263278	 Gradient Norm: 9.999996946946833	 Loss: 0.08155573904514313
Parameter Norm: 45.53066284910419	 Gradient Norm: 7.976524957871319	 Loss: 0.07060641795396805
Parameter Norm: 45.531478164805726	 Gradient Norm: 2.1666247505225753	 Loss: 0.09468773007392883
Parameter Norm: 45.53216975199233	 Gradient Norm: 9.99999807074851	 Loss: 0.09728255867958069
Parameter Norm: 45.5326959231878	 Gradient Norm: 10.000000973433783	 Loss: 0.11276073008775711
Parameter Norm: 45.53306630090005	 Gradient Norm: 9.999999039067191	 Loss: 0.08422845602035522
Parameter Norm: 45.53326978819023	 Gradient Norm: 9.999999325755418	 Loss: 0.09330230951309204
Parameter Norm: 45.533330089087684	 Gradient Norm: 0.8931392984325959	 Loss: 0.07240395992994308
Parameter Norm: 45.53349559808186	 Gradient Norm: 9.99999980858173	 Loss: 0.0823855921626091
Parameter Norm: 45.53381197803316	 Gradient Norm: 9.999997279435735	 Loss: 0.08661635220050812
Parameter Norm: 45.53426745714943	 Gradient Norm: 10.000002379258925	 Loss: 0.07626964151859283
Parameter Norm: 45.53485866526522	 Gradient Norm: 2.7094065694550524	 Loss: 0.08478372544050217
Parameter Norm: 45.53566583031884	 Gradient Norm: 5.087574940363994	 Loss: 0.0786362737417221
Parameter Norm: 45.536447171544786	 Gradient Norm: 9.999999509214739	 Loss: 0.06175974756479263
Parameter Norm: 45.5373902353601	 Gradient Norm: 10.000002484284934	 Loss: 0.07863665372133255
Parameter Norm: 45.53815861491057	 Gradient Norm: 9.999999363030353	 Loss: 0.10178311169147491
Parameter Norm: 45.53874317604376	 Gradient Norm: 9.999998340215818	 Loss: 0.08543743193149567
Parameter Norm: 45.53917376099792	 Gradient Norm: 9.99999984438182	 Loss: 0.08734595030546188
Parameter Norm: 45.53976075271443	 Gradient Norm: 9.99999872890134	 Loss: 0.06555440276861191
Parameter Norm: 45.54046206821007	 Gradient Norm: 10.000001923473235	 Loss: 0.07191333919763565
Parameter Norm: 45.54125945022616	 Gradient Norm: 9.999998740925646	 Loss: 0.0815625712275505
Parameter Norm: 45.541855366823164	 Gradient Norm: 10.000000106970298	 Loss: 0.07963245362043381
Parameter Norm: 45.5423171047304	 Gradient Norm: 10.000001854237288	 Loss: 0.08080946654081345
Parameter Norm: 45.542576350326925	 Gradient Norm: 9.999998055418704	 Loss: 0.07408728450536728
Parameter Norm: 45.542784491422346	 Gradient Norm: 10.00000105045561	 Loss: 0.08868913352489471
Parameter Norm: 45.543117792226205	 Gradient Norm: 9.999998357000493	 Loss: 0.08533044904470444
Parameter Norm: 45.543560970549024	 Gradient Norm: 10.000002248518847	 Loss: 0.1016274094581604
Parameter Norm: 45.54410399881993	 Gradient Norm: 9.999998765025351	 Loss: 0.059258755296468735
Parameter Norm: 45.544737058610956	 Gradient Norm: 9.999998186573995	 Loss: 0.06690074503421783
Parameter Norm: 45.54548116081896	 Gradient Norm: 9.881644658228572	 Loss: 0.07696346193552017
Parameter Norm: 45.54633579571432	 Gradient Norm: 10.000001257517965	 Loss: 0.09510137140750885
Parameter Norm: 45.546961234459104	 Gradient Norm: 10.000000265227548	 Loss: 0.09851930290460587
Parameter Norm: 45.547356549771116	 Gradient Norm: 10.000000099912716	 Loss: 0.13140623271465302
Parameter Norm: 45.54755008468286	 Gradient Norm: 9.999999227877376	 Loss: 0.1056411862373352
Parameter Norm: 45.54755076027448	 Gradient Norm: 10.000000462680054	 Loss: 0.12456025928258896
Parameter Norm: 45.54739174109844	 Gradient Norm: 10.000002075606062	 Loss: 0.10105478018522263
Parameter Norm: 45.54709915293133	 Gradient Norm: 10.000001038386504	 Loss: 0.09472078084945679
Parameter Norm: 45.54670005614509	 Gradient Norm: 9.999998546332614	 Loss: 0.06982527673244476
Parameter Norm: 45.54648260661702	 Gradient Norm: 10.000002755676155	 Loss: 0.1000850573182106
Parameter Norm: 45.54643189847949	 Gradient Norm: 9.999999164550701	 Loss: 0.0781807154417038
Parameter Norm: 45.54650889238455	 Gradient Norm: 9.999998304752877	 Loss: 0.09020355343818665
Parameter Norm: 45.54674239212246	 Gradient Norm: 9.999998891884124	 Loss: 0.07099796831607819
Parameter Norm: 45.54709601670582	 Gradient Norm: 9.999998925780865	 Loss: 0.08555634319782257
Parameter Norm: 45.54756104100971	 Gradient Norm: 9.999998491102568	 Loss: 0.09688898175954819
Parameter Norm: 45.54820882089866	 Gradient Norm: 10.0000000845095	 Loss: 0.1021524965763092
Parameter Norm: 45.54867223569114	 Gradient Norm: 9.999998515497259	 Loss: 0.10878090560436249
Parameter Norm: 45.54891988445758	 Gradient Norm: 9.999999934593676	 Loss: 0.09525742381811142
Parameter Norm: 45.5489394385369	 Gradient Norm: 9.999999318368694	 Loss: 0.11375818401575089
Parameter Norm: 45.54878682163587	 Gradient Norm: 9.999998997901905	 Loss: 0.0972832664847374
Parameter Norm: 45.54846471039132	 Gradient Norm: 9.999998944297783	 Loss: 0.07547274231910706
Parameter Norm: 45.54802745163516	 Gradient Norm: 9.999999720072362	 Loss: 0.09235930442810059
Parameter Norm: 45.54777155469219	 Gradient Norm: 9.999998007706898	 Loss: 0.08239634335041046
Parameter Norm: 45.547688229675224	 Gradient Norm: 5.286189748778682	 Loss: 0.07691363990306854
Parameter Norm: 45.547794944721424	 Gradient Norm: 6.912497397341791	 Loss: 0.07927273958921432
Parameter Norm: 45.548062472983055	 Gradient Norm: 9.999999509323663	 Loss: 0.07199319452047348
Parameter Norm: 45.54822641514795	 Gradient Norm: 9.99999893473483	 Loss: 0.0876341462135315
Parameter Norm: 45.54853323205442	 Gradient Norm: 9.896673898946966	 Loss: 0.07383715361356735
Parameter Norm: 45.549059399480484	 Gradient Norm: 9.999999866037255	 Loss: 0.0691087543964386
Parameter Norm: 45.54941799492055	 Gradient Norm: 9.999999267338156	 Loss: 0.08440481126308441
Parameter Norm: 45.54959745255129	 Gradient Norm: 9.78188064994371	 Loss: 0.08104865252971649
Parameter Norm: 45.54981318373887	 Gradient Norm: 1.1871418158967126	 Loss: 0.08640635013580322
Parameter Norm: 45.550163840447446	 Gradient Norm: 10.000000139454462	 Loss: 0.07414586842060089
Parameter Norm: 45.55067102248683	 Gradient Norm: 8.136307529654042	 Loss: 0.08064257353544235
Parameter Norm: 45.55113400506575	 Gradient Norm: 9.999997754639404	 Loss: 0.08363363891839981
Parameter Norm: 45.55172723834069	 Gradient Norm: 9.999999204598343	 Loss: 0.07788761705160141
Parameter Norm: 45.552410855483785	 Gradient Norm: 7.784442672573154	 Loss: 0.06715518981218338
Parameter Norm: 45.55326961983716	 Gradient Norm: 9.999999571634326	 Loss: 0.07457344979047775
Parameter Norm: 45.55427063033867	 Gradient Norm: 10.000001168583815	 Loss: 0.09084248542785645
Parameter Norm: 45.555040116567035	 Gradient Norm: 9.999999984963521	 Loss: 0.086428202688694
Parameter Norm: 45.555570222972236	 Gradient Norm: 9.99999904207064	 Loss: 0.08401120454072952
Parameter Norm: 45.55585382949779	 Gradient Norm: 10.000001278230911	 Loss: 0.08893997967243195
Parameter Norm: 45.55595683888396	 Gradient Norm: 9.999997729023292	 Loss: 0.07427306473255157
Parameter Norm: 45.55587852175373	 Gradient Norm: 7.466177093675024	 Loss: 0.0724760964512825
Parameter Norm: 45.55591441618729	 Gradient Norm: 5.125905519048153	 Loss: 0.08308389037847519
Parameter Norm: 45.55581700773746	 Gradient Norm: 10.000001432508151	 Loss: 0.07626746594905853
Parameter Norm: 45.55585875815342	 Gradient Norm: 9.999997448983928	 Loss: 0.09134359657764435
Parameter Norm: 45.556045915262054	 Gradient Norm: 10.000000370593371	 Loss: 0.10618868470191956
Parameter Norm: 45.556482088369044	 Gradient Norm: 10.000001720456542	 Loss: 0.06686513870954514
Epoch 20: Training Loss 0.03639074963450885
Epoch 20: Validation Loss 0.03896089441766091
Parameter Norm: 45.55705029292467	 Gradient Norm: 9.999999410304262	 Loss: 0.1057453602552414
Parameter Norm: 45.55790597309685	 Gradient Norm: 10.000000227476805	 Loss: 0.07749304920434952
Parameter Norm: 45.558586913092654	 Gradient Norm: 10.000003129359285	 Loss: 0.10032153874635696
Parameter Norm: 45.55905930387681	 Gradient Norm: 10.000002293036342	 Loss: 0.07989729195833206
Parameter Norm: 45.55936561531933	 Gradient Norm: 10.00000029958497	 Loss: 0.07279072701931
Parameter Norm: 45.5594742170441	 Gradient Norm: 9.999999281593064	 Loss: 0.10038760304450989
Parameter Norm: 45.559474158184614	 Gradient Norm: 10.000002181171677	 Loss: 0.07369182258844376
Parameter Norm: 45.55964664717831	 Gradient Norm: 10.000001728469945	 Loss: 0.10914452373981476
Parameter Norm: 45.55971790524872	 Gradient Norm: 9.99999990300469	 Loss: 0.08154609054327011
Parameter Norm: 45.55993635652832	 Gradient Norm: 9.999998599030476	 Loss: 0.078085757791996
Parameter Norm: 45.560260834714974	 Gradient Norm: 9.999999577060345	 Loss: 0.08663412928581238
Parameter Norm: 45.56070627269766	 Gradient Norm: 9.999998794826784	 Loss: 0.08123382925987244
Parameter Norm: 45.561289102572424	 Gradient Norm: 10.000001356278347	 Loss: 0.06970612704753876
Parameter Norm: 45.561952232395036	 Gradient Norm: 9.999998367984825	 Loss: 0.08412720263004303
Parameter Norm: 45.56235846095868	 Gradient Norm: 10.000001158729793	 Loss: 0.08796210587024689
Parameter Norm: 45.5625111566731	 Gradient Norm: 10.000000028436073	 Loss: 0.09087591618299484
Parameter Norm: 45.56248691487556	 Gradient Norm: 9.999998787543904	 Loss: 0.10848557204008102
Parameter Norm: 45.56228884822768	 Gradient Norm: 9.99999864977792	 Loss: 0.0822722464799881
Parameter Norm: 45.561957847634325	 Gradient Norm: 7.5264476941788185	 Loss: 0.07054091989994049
Parameter Norm: 45.56177732696499	 Gradient Norm: 9.999999561762001	 Loss: 0.08578354120254517
Parameter Norm: 45.5617316681029	 Gradient Norm: 9.999999268570676	 Loss: 0.08441148698329926
Parameter Norm: 45.56186151298964	 Gradient Norm: 10.00000055323889	 Loss: 0.07641471922397614
Parameter Norm: 45.562174274816165	 Gradient Norm: 10.000002009309792	 Loss: 0.057574912905693054
Parameter Norm: 45.562447265047474	 Gradient Norm: 9.999999079096979	 Loss: 0.07176805287599564
Parameter Norm: 45.562606703469136	 Gradient Norm: 9.999999730734022	 Loss: 0.07010101526975632
Parameter Norm: 45.56292726112686	 Gradient Norm: 9.99999986312089	 Loss: 0.07968853414058685
Parameter Norm: 45.563303989720026	 Gradient Norm: 2.171484866910952	 Loss: 0.06812489032745361
